gene;log2FC;pvalue;ATAC score (pi-value)
MAP2K1;-0.365729052;0.031036092;-0.551568041198458
MAP2K2;0.567448644;0.005653218;1.2754567383691
MAP2K3;-0.667614265;0.019253696;-1.14528285131576
MAP2K4;0.202591667;0.17831064;0.151705247427736
MAP2K4P1;0.25331111;0.356809635;0.113372788437903
MAP2K5;-0.376875781;0.050007981;-0.490300571990168
MAP2K6;0.444747497;0.002087748;1.1920664667128
MAP2K7;0.341463519;0.04116861;0.473075099356153
MAP3K1;0.060062472;0.026585995;0.0946192399585831
MAP3K10;0.284931812;0.018761996;0.491997732225758
MAP3K11;0.577714629;0.000261107;2.070056362275
MAP3K12;-0.379809027;0.001234918;-1.10462209546814
MAP3K13;0.125583322;0.335163113;0.0596199015562368
MAP3K14;0.274413338;0.004109703;0.654802242968827
MAP3K14-AS1;-0.538530843;0.006139296;-1.19116636952096
MAP3K15;0.248066871;0.052925567;0.316616300956295
MAP3K19;-0.290307884;0.445594041;-0.101915667398239
MAP3K2;0.30137393;0.013624533;0.562266823944378
MAP3K20;-0.299266798;0.176645705;-0.225317049762037
MAP3K20-AS1;-0.521559704;0.019213734;-0.895198935143404
MAP3K21;-0.023203864;0.833673623;-0.00183319665920407
MAP3K3;0.546960864;0.035509513;0.792904706555516
MAP3K4;0.433275731;0.001578721;1.21390628194087
MAP3K5;-0.30504693;0.029038705;-0.468864072809612
MAP3K6;-0.354165962;0.0255655;-0.563954649897712
MAP3K7;-0.561924639;0.015786915;-1.01242115577919
MAP3K7CL;-0.43571625;0.021425912;-0.727236861881923
MAP3K8;-0.647046466;0.00115823;-1.89986119185959
MAP3K9;0.065254127;0.067422383;0.0764253661107296
MAP4;-0.122723353;0.028397303;-0.189819021013811
MAP4K1;-0.335334578;0.006935932;-0.723952201898795
MAP4K2;0.577714629;0.000261107;2.070056362275
MAP4K3;5.96E-01;0.002758194;1.52538761359858
MAP4K4;-0.524928621;0.022434237;-0.865653855339234
MAP4K5;-0.402358683;0.003758819;-0.975699119626341
MAP6;0.40157167;0.078312893;0.444205221957212
MAP6D1;0.235746188;0.151089837;0.193492160427941
MAP7;0.461895239;0.091322129;0.480104984118116
MAP7D1;-0.287077533;0.014297945;-0.52957949761899
MAP7D3;-0.110322035;0.513179374;-0.0319636922700887
MAP9;-0.51350083;0.012739265;-0.973009937797689
MAPK1;-0.719525334;0.000534848;-2.35412113137096
MAPK10;0.574168782;0.147022756;0.478061793339059
MAPK11;0.305746086;0.030305025;0.464270953445625
MAPK12;0.255909756;0.095219823;0.261353629591661
MAPK13;0.661140225;0.00144369;1.87798603296619
MAPK14;0.230479263;0.00972728;0.463726255305809
MAPK15;-0.09987946;0.228612341;-0.0640127787874133
MAPK1IP1L;0.489617444;0.004410607;1.15329469114186
MAPK3;-0.396088251;0.01155148;-0.767366472481059
MAPK4;0.014601674;0.793138809;0.00146967015746927
MAPK6;0.419179011;0.004503092;0.983599013850615
MAPK7;0.28224508;0.069262415;0.327263839125859
MAPK8;0.31022677;0.006101197;0.687023536536231
MAPK8IP1;-0.623308001;0.057907855;-0.771195629134337
MAPK8IP1P2;0.581111237;0.016289263;1.03908416880808
MAPK8IP2;-0.654600184;0.015154888;-1.19101051698376
MAPK8IP3;-0.347894027;0.00275502;-0.890565307270382
MAPK9;-0.645463362;0.00647866;-1.41260612784066
MAPKAP1;-0.705371283;0.009198864;-1.43632342121019
MAPKAPK2;0.180239197;0.184103429;0.132464657046291
MAPKAPK3;0.31022677;0.006101197;0.687023536536231
MAPKAPK5;0.166725237;0.185477259;0.121994411588177
MAPKAPK5-AS1;0.166725237;0.185477259;0.121994411588177
MAPKBP1;0.152313251;0.003419634;0.375607580129119
MAPRE1;-0.563035045;0.002280447;-1.48752733763053
MAPRE2;0.500669161;0.066080097;0.590754226778972
MAPRE3;-0.201502577;0.017191877;-0.355586903565584
MAPT;0.274413338;0.004109703;0.654802242968827
MAPT-AS1;0.274413338;0.004109703;0.654802242968827
MAPT-IT1;0.274413338;0.004109703;0.654802242968827
MARCKS;0.616468767;0.003395007;1.52215960518377
MARCKSL1;-0.19050414;0.029933219;-0.290299081621677
MARCO;-0.509372948;0.07952088;-0.560065144029681
MARF1;0.329028177;0.059058948;0.404281623966608
MARK1;-0.18768278;0.374934238;-0.0799612910768365
MARK2;0.520062463;0.005840245;1.16159536095272
MARK2P9;-0.639346291;0.032824681;-0.948661697847203
MARK3;0.364015421;0.064232469;0.433995705404801
MARK4;-0.729621744;0.00712075;-1.56684391584186
MARS;0.412666582;0.051103539;0.53297912091074
MARS2;0.126034814;0.146115992;0.10527716360015
MARVELD1;-0.171302939;0.156031173;-0.138205262885821
MARVELD2;0.140443146;0.032074138;0.209800292358029
MARVELD3;0.314650063;0.280099128;0.173903390546257
MAS1L;-0.59435938;0.168911289;-0.459048310401099
MASP2;0.297229085;0.146287205;0.248124955056721
MAST1;0.451813127;0.003181374;1.12835144931448
MAST2;-0.343096573;0.000916864;-1.04222277149026
MAST3;0.483294222;0.005143057;1.10615350297905
MAST4;-0.348277177;0.030728681;-0.526753934237444
MAST4-AS1;0.21947041;0.215497539;0.146289688449487
MASTL;0.267727753;0.114351447;0.252134843025014
MAT1A;-0.465646739;0.071438541;-0.533662558515404
MAT2A;-0.602339294;0.010113338;-1.20173042499541
MAT2B;0.428864591;0.00901504;0.877041958916362
MATK;0.130434981;0.25324354;0.0777994606278947
MATN1-AS1;0.642709231;0.004906662;1.48415306274203
MATN2;0.349300017;0.001024272;1.04426198625591
MATN3;0.068456095;0.108481083;0.0660358973794708
MATN4;-0.653937206;0.079495243;-0.719107841659323
MATR3;-0.832068536;3.90E-05;-3.66853641775005
MAU2;0.115779768;0.007574286;0.24552932600847
MAVS;-0.253842841;0.030734197;-0.383906361011511
MAX;-0.350829793;0.028301391;-0.543151955569502
MAZ;-0.541516372;0.003237222;-1.34828236381723
MB;0.275457289;0.085681835;0.293943569516726
MB21D1;-0.369265576;0.015983717;-0.663319958680892
MB21D2;-0.630254966;0.067175795;-0.739154947504637
MBD1;0.216331064;0.0012555;0.627616066459816
MBD2;0.430897987;0.000507182;1.41973827231136
MBD3;-0.394628842;0.003238452;-0.982492643406528
MBD4;-0.788258038;0.010645197;-1.55511195142623
MBD5;0.400621571;0.005954187;0.891454117749646
MBD6;0.528879278;0.027298763;0.827091577914154
MBIP;0.258083439;0.023198511;0.421847675857802
MBL2;-0.537630603;0.004811325;-1.24608543014088
MBLAC1;0.375788757;0.236635711;0.235213591614933
MBLAC2;0.428601694;0.068066392;0.500207008703909
MBNL1;-0.688470727;0.021036847;-1.15457873221906
MBNL1-AS1;-0.688470727;0.021036847;-1.15457873221906
MBNL2;0.361387943;0.025261347;0.577332957678899
MBNL3;0.47774044;0.002966373;1.20761997786599
MBOAT1;-1.126117754;0.004430465;-2.65037521689603
MBOAT2;-0.374596117;0.018901618;-0.645616789038497
MBOAT4;0.115070271;0.212383541;0.0774283852923947
MBOAT7;-0.680069708;0.001206349;-1.98480182607512
MBP;0.140470185;0.035889253;0.202984415393416
MBTD1;0.830072896;0.000144613;3.18730781692909
MBTPS1;0.252166109;0.021407885;0.420972718414497
MBTPS2;0.337599583;0.07153605;0.38671189716651
MC1R;-0.266279378;0.030985005;-0.40177522128567
MC2R;-0.094014316;0.722426595;-0.0132754113149667
MC3R;0.241254432;0.038332369;0.341721062123889
MC4R;-5.13E-05;0.715596474;-7.45552175161969E-06
MC5R;0.283524484;0.00965306;0.571396814368992
MCAM;0.706301887;0.007324742;1.50810120497132
MCAT;0.270579247;0.124698275;0.244641399770608
MCC;0.3434847;0.037485737;0.489855190653867
MCCC1;0.614786462;0.001586988;1.72104942574044
MCCC2;0.450572894;0.003913037;1.08474795482047
